entry_id;calculation_id;band_gap
17930;10027;0
21535;10029;0
22340;10031;0
31236;10032;0
10428;10033;0
2487;10034;2.453
5308;10035;0
5057;10036;0
30780;10037;0
12908;10039;0
6868;10041;0
22256;10043;0
22259;10045;0
3801;10047;0
18162;10048;0
17908;10051;0
5086;10052;2.536
19192;10053;0
17913;10054;0
19193;10055;0
18170;10057;0
22013;10058;0.31
4580;10059;2.501
17915;10060;0
18171;10061;0
21502;10062;0
8426;10064;0
18173;10066;0
22016;10067;0.594
31333;10068;2.726
25958;10069;0
17157;10070;0
10747;10071;0
13826;10072;0
11006;10074;0
18703;10075;0
8116;10076;0
29555;10077;0
7687;10078;0
17437;10079;0
17954;10080;0
18722;10081;0
20917;10178;0
4155;10179;0
5305;10180;3.691
10185;10182;0.816
10446;10183;0
30796;10185;0
8152;10186;1.384
29006;10187;0
17644;10188;0
17652;10189;0
5088;10190;1.787
10471;10191;0
10728;10192;0
10461;10197;0
10462;10198;0
22266;10200;0
17912;10201;0
22014;10204;0.652
4837;10205;3.426
22015;10206;0.408
17917;10208;0
5608;10209;0
22017;10210;0.589
20481;10212;3.481
20482;10213;0.218
17154;10215;0
17924;10217;0
31336;10218;0
18693;10219;0
17158;10220;0
17926;10221;0
29803;10223;0
17672;10224;0
17928;10225;0
29804;10226;0
17929;10228;0
24941;10229;0
17931;10230;0
5878;10231;0
14613;10232;0
10466;10234;0
21493;10235;1.578
12278;10236;1.512
6134;10237;1.089
18189;10240;0
30065;10241;0
10494;10242;0
17934;10243;0
11008;10246;0
17681;10248;0
17937;10249;0
30581;10250;1.94
17682;10251;0
7936;10252;0
17171;10253;0
17190;10254;0
30346;10255;0
17704;10256;0
17450;10257;0
16167;10258;1.878
17452;10259;0
17965;10260;0
6431;10261;1.22
13892;10269;1.867
3294;10270;0
30573;10271;0
18714;10274;0
18716;10275;0
10463;10312;0
31062;10313;0
17151;10315;0
31335;10316;0
22302;10317;1.139
17455;10320;0
22327;10321;3.615
17749;10354;0
10474;10355;0
10989;10356;0
18175;10357;0
13815;10358;0
29575;10360;0
17206;10361;0
17988;10362;0
5370;10401;0
5403;10406;1.549
17981;10408;0
21315;10409;0
22270;10412;0.452
21511;10415;0
17945;10416;0
17179;10417;0
21813;10420;0
10537;10421;0
10473;10447;0
17405;10449;0
13818;10451;0
17947;10452;0
17972;10453;0
9510;10454;0
18181;10470;0
16382;10484;0
6901;10486;2.303
10816;10493;0
28203;10497;0
17150;10499;0
18705;10500;0
17468;10506;0
30363;10508;0
17918;10516;0
10768;10519;0
17196;10521;0
18732;10522;0
16688;10524;2.983
30123;10525;0
5429;10527;3.503
10999;10538;0
4130;10539;5.253
17472;10542;0
17728;10543;0
29096;10545;0
17477;10546;0
17675;10549;0
29821;10550;0
17953;10552;0
21804;10553;0
17465;10557;0
28988;10600;0
29033;10602;0
29037;10603;0
3853;10607;2.964
24225;10609;0
20117;10615;0
17815;10616;0
18842;10617;0
18845;10618;0
27651;10619;0
28957;10623;0
18368;10624;0
15560;10630;0
15561;10633;0
8382;10636;0
21459;10638;0
10946;10639;0
27958;10640;0
4286;10642;0
10183;10643;1.007
10184;10644;0.643
19933;10647;0.57
10958;10648;0
5833;10650;0.376
28742;10652;0
21996;10656;0
3025;10658;3.856
27214;10659;0
3026;10661;3.737
3027;10662;0
3028;10664;3.746
18925;10666;2.903
4310;10667;0
12767;10669;0.904
15080;10670;1.712
4825;10676;0.278
10464;10677;0
30292;10679;0
30805;10683;0
10722;10685;0
30295;10687;0
17140;10688;0
17142;10689;0
30810;10690;0
14572;10691;2.334
5089;10693;3.852
31068;10695;0
13293;10696;0
2015;10698;7.816
30302;10701;0
10731;10703;0
30304;10705;0
17149;10707;0
20992;10708;0
30305;10710;0
12527;10712;1.792
19710;10713;0
31074;10714;0
10992;10717;0
17152;10718;0
4843;10720;1.246
17922;10725;0
18690;10726;0
9971;10728;0
11764;10729;0
12276;10730;0
10741;10735;0
13306;10738;2.457
13820;10742;0
14849;10743;0.47
1775;10745;0
13823;10747;0
17162;10748;0
1776;10749;0
12540;10751;0
3059;10754;1.27
10748;10762;0
19212;10763;0
28016;10765;0
28528;10767;0
5879;10770;0.544
18701;10774;0
21264;10775;0
5880;10779;0
6137;10783;2.159
11007;10785;0
17679;10787;0
19215;10788;0
10752;10790;0
23317;10791;0
10753;10792;0
22805;10794;1.92
29045;10795;0
30325;10796;0
12803;10797;1.344
18706;10798;0
21269;10799;0
6141;10802;3.638
3067;10804;0.978
7937;10805;0
10500;10806;0
10756;10807;0
30286;10819;0
10717;10821;0
10503;10827;0
10759;10828;0
11015;10829;0
18711;10831;0
7941;10832;0
10504;10833;0
16663;10834;4.407
17176;10835;0
17688;10836;0
30332;10837;0
7942;10838;0
7943;10841;0
10762;10842;0
11018;10843;0
4099;10845;1.349
15125;10848;0
18715;10849;0
19483;10850;0
10764;10852;0
18460;10853;0
20766;10854;0
17181;10856;0
5897;10857;0
14100;10858;1.585
17156;10861;0
20742;10862;0
17183;10863;0
12304;10865;1.581
17440;10867;0
18720;10868;0
22307;10869;0
10769;10871;0
28805;10873;0
16414;10875;2.411
4620;10876;0.425
10771;10878;0
23336;10880;0.743
10772;10881;0
17188;10882;0
17956;10883;0
23337;10885;0.741
7954;10886;0
10773;10887;0
17957;10888;0
23338;10890;0.371
30345;10891;0
10774;10892;0
11030;10893;0
17958;10894;0
23339;10896;0.369
3086;10897;0.277
10263;10898;0
17959;10899;0
21290;10900;0
23340;10901;2.42
29835;10902;0
30859;10903;0
3087;10904;0.526
30348;10907;0
20523;10908;1.172
10522;10910;0
18986;10911;0
10010;10914;0.691
10523;10915;0
17451;10916;0
28815;10917;0
17964;10919;0
30608;10920;0.155
20014;10921;0.739
27281;10922;0
18478;10923;1.32
18479;10925;1.401
25234;10926;2.053
30355;10927;0
18480;10928;1.363
30868;10929;0
10273;10930;0
18481;10931;1.388
11298;10934;0
18482;10935;1.416
28822;10937;0
29590;10938;0
18483;10941;1.328
28824;10943;0
12582;10944;1.877
23958;10945;0.545
10534;10947;0
17975;10949;0
28827;10950;0
29083;10951;0
18489;10954;0
6948;10955;1.354
30366;10956;0
20542;10960;0
22592;10961;1.841
17469;10963;0
17726;10966;0
28834;10968;0
3110;10969;1.175
10543;10970;0
21570;10973;0
6698;10974;1.398
13620;10976;0
23366;10978;0.739
28836;10979;0
5162;10980;0
6699;10981;1.793
10289;10982;0
17985;10983;0
21316;10984;0
6700;10986;1.4
17986;10987;0
4908;10988;1.044
17732;10992;0
21319;10994;1.632
21575;10995;0
25255;10996;1.554
17221;10997;0
30377;10999;0
17222;11002;0
13114;11004;1.825
14657;11005;2.375
6450;11006;2.085
14658;11007;2.29
17224;11008;0
17480;11009;0
30380;11010;0
7476;11012;0
7990;11013;0
8503;11014;0.801
14659;11015;2.448
25260;11017;2.433
5171;11022;0
17738;11025;0
17994;11026;0
4403;11028;1.319
14661;11029;2.479
30127;11032;0
3891;11033;0
10556;11035;0
14662;11036;2.396
18252;11037;0
18508;11038;0
4405;11039;1.896
10557;11041;0
14663;11042;2.404
17229;11043;0
17741;11044;0
17997;11045;0
18509;11046;0
30129;11047;0
6200;11048;0.17
14664;11050;2.408
17998;11051;0
18510;11052;0
30386;11054;0
3126;11055;0
3382;11056;1.292
10559;11059;0
26547;11065;0.842
30387;11066;0
30643;11067;0
14666;11070;2.549
25779;11073;1.405
26548;11074;0.417
30644;11075;0.801
13894;11077;6.597
17233;11079;0
17745;11080;0
25780;11081;1.478
14668;11084;2.507
25781;11085;1.295
7744;11086;0
10307;11087;0
17491;11090;0
17747;11091;0
28855;11092;0
2362;11093;1.758
18004;11097;0
3900;11099;0
18261;11100;0
22361;11101;0
7747;11102;0.343
21081;11103;0
3391;11105;0
10312;11108;0
14402;11109;0
17752;11111;0
23390;11113;0
13646;11116;0
3649;11117;0
10570;11120;0
17498;11122;0
30398;11124;0
3138;11125;1.074
4932;11126;0.801
13391;11131;0
17243;11132;0
7496;11134;2.153
18012;11136;0
21087;11138;2.241
30400;11139;0
30656;11140;0
1858;11141;0
7497;11142;5.411
17502;11152;0
18782;11153;0
19038;11154;2.177
22536;11155;0
3142;11157;1.1
7241;11158;0
10062;11160;0
17759;11162;0
14682;11164;0
29125;11171;0
31173;11172;0
7759;11173;0
4684;11176;0
10835;11177;0
17251;11179;0
28581;11247;1.288
5428;11248;0
10750;11331;0
10560;11332;0
18000;11415;0
23395;11417;0
10814;11448;0
12371;11449;2.093
7246;11450;0
18021;11452;0
20430;11488;0
4311;11489;0
31338;11490;0
14103;11491;1.077
17765;11494;0
10587;11495;0
18029;11496;0
29905;11497;0
17518;11498;0
18031;11499;0
18034;11500;0
17524;11501;0
10819;11535;0
30424;11537;0
29914;11538;0
18039;11539;0
3167;11540;7.918
10601;11542;0
15947;11565;2.84
17775;11568;0
17777;11569;0
18037;11570;0
10602;11571;0
11117;11572;0
17533;11573;0
10093;11574;0
18815;11575;0
7498;11604;0.773
5969;11605;2.235
5970;11606;1.312
10071;11607;0
30161;11608;0
30421;11609;0
5987;11610;4.452
5478;11611;1.532
22919;11612;0
22407;11613;0.489
5487;11614;6.673
22409;11615;0
2896;11647;2.312
17544;11649;0
18314;11650;0
27476;11682;0
17507;11684;0
12372;11685;1.733
17764;11686;0
18026;11687;0
2642;11688;0
4437;11689;0.162
10345;11690;0
10099;11691;0
20619;11692;0.408
17803;11694;0
21097;11721;0
11876;11723;0
29152;11724;0
10614;11726;0
18055;11728;0
17808;11730;0
18320;11731;0
4700;11761;0
10604;11762;0
10611;11763;0
20623;11764;4.381
18066;11765;0
8280;11805;0
26847;11807;0
10100;11810;0
30964;11812;0
18834;11813;0
10118;11814;0
17303;11815;0
31227;11816;0
17504;11840;0
17769;11841;0
5716;11842;0
30682;11843;0
17286;11844;0
11130;11845;0
18074;11848;0
17227;11876;0
5981;11877;0.413
17529;11879;0
7023;11880;0
18071;11881;0
10122;11882;0
10638;11885;0
6466;11916;3.696
17514;11918;0
27614;11921;0
10349;11922;0
18046;11923;0
10618;11924;0
29948;11925;0
18081;11926;0
17057;11927;0
30569;11956;0
3061;11957;3.593
17231;11961;0
18511;11962;0
18787;11964;0
26573;11966;0
7812;11972;0
11157;11974;0
11158;11976;0
30987;11977;0
19112;11978;0
20049;11991;0
4696;11995;1.299
31226;11997;0
17569;11998;0
29195;11999;0
7834;12000;0
4612;12027;0
5148;12028;7.58
14667;12029;0
5720;12030;0
11111;12031;0
27631;12034;0
5507;12035;4.198
7825;12037;0
17578;12038;0
10655;12039;0
8276;12044;0
20846;12045;0
10355;12047;0
4466;12048;0
29167;12049;0
5764;12050;0.573
17062;12051;0
11165;12052;0
18866;12053;0
3643;12082;3.982
1876;12085;0
5217;12087;5.874
21388;12088;0
20620;12089;0.732
20621;12091;0.855
19086;12092;0
22163;12095;0
5824;12096;0
19953;12097;0
3555;12098;0
10505;12099;0
22373;12101;0
4457;12105;8.983
13429;12106;0.667
3451;12107;0
18078;12113;0
22179;12115;2.407
22182;12116;2.132
18089;12119;0
7832;12120;0
29199;12121;0
29969;12122;0
16043;12123;2.615
16045;12124;0
21687;12126;0
11173;12127;0
30235;12128;0
11180;12129;0
18109;12130;0
17342;12131;0
22431;12133;0
10641;12135;0
17582;12137;0
18878;12139;0.784
18880;12140;0
4404;12172;2.507
5717;12173;0
28881;12174;0
5722;12175;0
24284;12177;1.993
10123;12179;0
18854;12182;0
17581;12183;0
5787;12184;2.466
17333;12186;0
17589;12187;0
30238;12188;0
18112;12190;0
12373;12214;1.43
12375;12215;1.321
13690;12219;0
22678;12220;0
10663;12247;0
20575;12248;3.634
16488;12250;3.683
20083;12253;0
5225;12255;4.678
11139;12256;0
22176;12259;3.351
17568;12260;0
17573;12261;0
17065;12262;0
10652;12263;0
15014;12264;0
17599;12265;0
13918;12289;0
11368;12290;3.198
17054;12296;0
17055;12297;0
17060;12298;0
18364;12300;0
10734;12323;0
5699;12324;1.547
18042;12326;0
16771;12327;0
22452;12330;0.472
18098;12331;0
30930;12366;0
21576;12368;0.578
30921;12369;0
17264;12370;0
5218;12371;0
28390;12372;0
17560;12373;0
22045;12400;2.483
4658;12401;4.434
22372;12403;0
13671;12405;0
10347;12406;0
22428;12411;0
10650;12412;0
10658;12413;0
20403;12414;0
8105;12416;0
17720;12442;0
28628;12443;0
8039;12445;0
12668;12447;0
19859;12448;0
27645;12450;0
14241;12451;0
17588;12452;0
25372;12453;1.274
18875;12454;0
19391;12455;0
6316;12456;0
5554;12457;2.548
19460;12481;0
17531;12485;0
24544;12486;2.152
5763;12490;0.543
20637;12491;0
30719;12492;0
17829;12493;0
23725;12494;0.984
7828;12495;0
21688;12498;0
18358;12499;0
4772;12500;0.846
18367;12501;0
13749;12502;0
20436;12505;1.532
19462;12514;0
21291;12515;0
3872;12516;0
26833;12518;1.769
10083;12520;0
30684;12521;0
28171;12523;0
10664;12527;0
16596;12551;0
21057;12553;0
22378;12556;0
18794;12557;0
21106;12558;0
17534;12559;0
20632;12562;0
7817;12564;0
17595;12566;0
8367;12567;1.084
20169;12568;1.047
8398;12569;0
10765;12583;0
5216;12586;0
4724;12588;0
18855;12591;0
17078;12593;0
18360;12594;0
10172;12595;0
19409;12596;0
25652;12597;0.915
3031;12599;0.801
18268;12621;0
18793;12622;0
30685;12623;0
11990;12626;0
3032;12627;0.759
13668;12660;0
19087;12662;0
20631;12664;0
10389;12665;0
10653;12668;0
19382;12672;0.8
3493;12673;0
18926;12696;2.912
18484;12698;0
14990;12700;0
10386;12701;0
29201;12703;0
16042;12704;2.611
20674;12706;0
18928;12710;0
31053;12735;0
20633;12739;0
7813;12740;0
29193;12741;0
8412;12744;0
17269;12776;0
17273;12777;0
24283;12778;1.957
17275;12779;0
13178;12781;0.972
11134;12782;0
18359;12785;0
30752;12786;0
5555;12787;3.615
10431;12788;0
2743;12789;0
18910;12790;0
6610;12792;3.123
4619;12811;0.974
20573;12812;0
17263;12813;0
10608;12815;0
16807;12816;0
10651;12817;0
8402;12819;0
20492;12846;0
18013;12847;0
2631;12848;0
13692;12850;0
16785;12851;1.44
18835;12852;0
17587;12855;0
17592;12856;0
12273;12860;2.245
26834;12888;1.527
20634;12891;0
10120;12892;0
10385;12894;0
10644;12895;0
17072;12896;0
18363;12898;0
8407;12900;0
10531;12923;0
20638;12925;1.709
11162;12926;0
7918;12928;0
19012;12951;0
19037;12952;2.619
28910;12954;0
18063;12956;0
30458;12957;0
6278;12958;1.151
7829;12959;0
5553;12962;2.55
12263;12963;4.663
11144;12967;0
17579;12968;0
11467;12989;1.848
6609;12990;3.03
19705;12991;0
19454;12992;0
6890;12993;1.446
6891;12994;0.451
7149;12995;2.362
6392;12996;1.181
24280;12998;2.045
11120;12999;0
18362;13000;0
6622;13002;0
28901;13009;0
17792;13010;0
6126;13011;1.881
7656;13013;0
11133;13026;0
4313;13052;0
16415;13054;0
21058;13055;0
9276;13056;0
13639;13057;0
9307;13059;0
29699;13066;0
28684;13068;0
17850;13071;0
8397;13073;0
3033;13075;0.693
18946;13076;0
6219;13079;0.737
11110;13080;0
15217;13081;0
30945;13082;0
17302;13083;0
20636;13084;0
19717;13087;0
17800;13094;0
23548;13095;0
25397;13097;0
20456;13098;2.718
2275;13099;0
13042;13100;0
17300;13102;0
2183;13103;1.467
18361;13104;0
13238;13107;2.206
11194;13108;0
6611;13109;3.713
16895;13110;2.997
7923;13111;0
7924;13112;0
7410;13113;1.81
8456;13116;0
20775;13126;5.317
28908;13129;0
17816;13130;0
17823;13132;0
2185;13133;1.547
18874;13134;0
5030;13135;0.326
7916;13136;0
8453;13138;0
8459;13140;0
5640;13141;0
5647;13142;1.535
10864;13157;0
8047;13165;0.322
20905;13166;2.394
11711;13167;0
2517;13168;1.727
8420;13169;0
13828;13170;0
31352;13171;0
17145;13173;0
18429;13174;0
18028;13178;0
11669;13180;2.473
22278;13197;0
8436;13198;2.996
13573;13199;0.24
20652;13202;0
10661;13211;0
16047;13213;0
14519;13215;0.592
1706;13216;0
15895;13219;0
5638;13220;0
5639;13221;0
5646;13222;7.853
19407;13228;0
12126;13230;1.286
10107;13232;2.421
17820;13235;0
5255;13236;4.691
10387;13237;0
13212;13239;0
13984;13240;0
6297;13241;0
18356;13242;0
11714;13244;0
13268;13245;4.07
8411;13246;0
14824;13247;0
16112;13248;0
5628;13249;0
8448;13250;0
24438;13251;0
8454;13254;0
21788;13255;0
4705;13259;0
17280;13260;0
30437;13261;0
28649;13264;0
17809;13265;0
8202;13266;1.617
5642;13267;1.619
8209;13268;0
16169;13269;0
31224;13274;0
13209;13275;2.299
13210;13276;2.223
17075;13278;0
30746;13279;0
17084;13280;0
20168;13282;0
7352;13283;0
8419;13284;0
2794;13285;0
5637;13287;0
8457;13288;0
19996;13289;0
18718;13290;0
9999;13291;1.599
5644;13292;1.794
12279;13303;0
19147;13311;0
18392;13312;0
12748;13313;0
21805;13315;0
17283;13320;0
20899;13323;0
4778;13327;2.11
8400;13328;0
19719;13329;1.572
10488;13330;0
5645;13331;1.754
17322;13348;0
30251;13350;0
19752;13355;3.585
17144;13376;0
12529;13377;1.743
19211;13378;0
17271;13380;0
30947;13381;0
10634;13383;0
10640;13384;0
10646;13385;0
10656;13387;0
10919;13389;0.408
14007;13390;0
16110;13393;0
8449;13394;0
13843;13400;0
5643;13401;1.906
13850;13402;0
5908;13403;2.714
3092;13406;0
2939;13410;0
24066;13411;1.101
8092;13412;0
18416;13414;0
27992;13415;0
17146;13447;0
17278;13450;0
24067;13451;1.215
30532;13454;0
8446;13455;0
21789;13457;0
8467;13458;0
3854;13459;0
16944;13460;1
10329;13484;0
6277;13485;1.249
2184;13486;1.467
11670;13487;2.46
4502;13488;4.119
10657;13489;0
18355;13490;0
30516;13494;0
9947;13497;0
3798;13498;0
29780;13499;1.39
21254;13501;0
2798;13502;0
8444;13503;0
8445;13504;0
8447;13505;0
2061;13506;0.205
7782;13516;0
23434;13517;0
10363;13518;0
18828;13519;0
18876;13521;0
27947;13522;0
1709;13523;0
25651;13524;0.858
14041;13525;0
18699;13527;0
5630;13529;0
25672;1352933;3.024
8208;13532;2.125
3341;13533;0
8219;13535;0
21296;13537;0
16946;13538;1.066
2080;13541;0.185
7775;13558;0
4722;13560;5.592
18852;13561;0
13475;13562;0.632
11168;13563;0
7584;13564;0
23872;13567;0
21623;13580;0
21446;13582;0
30830;13586;0
13853;13590;0
16943;13591;1.313
17508;13610;0
18821;13611;0
13215;13612;1.559
29545;13613;0
10264;13614;0.782
8224;13616;0
5671;13618;2.277
5672;13620;1.751
6441;13634;4.612
9623;13636;0
21102;13641;0.251
10633;13643;0
13213;13644;2.361
21175;13645;0
31030;13646;0
18390;13647;0
8406;13648;0
16108;13650;0
22279;13651;0
5400;13654;0
17292;13656;0
13758;13658;4.593
18389;13659;0
18227;13661;0.49
19000;13662;0
30863;13678;0
17879;13681;0
9938;13682;0
16109;13683;0
2800;13684;0
20778;13686;0
16945;13688;1.017
4639;13689;0
8231;13690;0
13108;13691;0
29910;13719;0
30995;13721;0
25369;13723;2.246
1708;13726;0
18391;13727;0
16374;13728;0
15624;13729;0
15626;13730;0
28029;13731;0
7435;13732;0
6932;13733;0
2352;13734;0.721
11174;13741;0
22505;13743;0
8225;13745;0
8491;13748;0
18239;13749;0.881
10343;13766;1.831
10643;13769;0
18426;13780;0
19459;13781;0
29818;13782;0
5380;13784;0
25072;13785;0
13192;13787;2.552
31031;13789;0
16111;13790;0
12310;13791;0
20779;13793;0
8220;13794;0
13872;13795;0
29542;13797;0
