entry_id;calculation_id;band_gap
17930;10027;0
21535;10029;0
22340;10031;0
31236;10032;0
10428;10033;0
2487;10034;2.453
5308;10035;0
5057;10036;0
30780;10037;0
12908;10039;0
6868;10041;0
22256;10043;0
22259;10045;0
3801;10047;0
18162;10048;0
17908;10051;0
5086;10052;2.536
19192;10053;0
17913;10054;0
19193;10055;0
18170;10057;0
22013;10058;0.31
4580;10059;2.501
17915;10060;0
18171;10061;0
21502;10062;0
8426;10064;0
18173;10066;0
22016;10067;0.594
31333;10068;2.726
25958;10069;0
17157;10070;0
10747;10071;0
13826;10072;0
11006;10074;0
18703;10075;0
8116;10076;0
29555;10077;0
7687;10078;0
17437;10079;0
17954;10080;0
18722;10081;0
20917;10178;0
4155;10179;0
5305;10180;3.691
10185;10182;0.816
10446;10183;0
30796;10185;0
8152;10186;1.384
29006;10187;0
17644;10188;0
17652;10189;0
5088;10190;1.787
10471;10191;0
10728;10192;0
10461;10197;0
10462;10198;0
22266;10200;0
17912;10201;0
22014;10204;0.652
4837;10205;3.426
22015;10206;0.408
17917;10208;0
5608;10209;0
22017;10210;0.589
20481;10212;3.481
20482;10213;0.218
17154;10215;0
17924;10217;0
31336;10218;0
18693;10219;0
17158;10220;0
17926;10221;0
29803;10223;0
17672;10224;0
17928;10225;0
29804;10226;0
17929;10228;0
24941;10229;0
17931;10230;0
5878;10231;0
14613;10232;0
10466;10234;0
21493;10235;1.578
12278;10236;1.512
6134;10237;1.089
18189;10240;0
30065;10241;0
10494;10242;0
17934;10243;0
11008;10246;0
17681;10248;0
17937;10249;0
30581;10250;1.94
17682;10251;0
7936;10252;0
17171;10253;0
17190;10254;0
30346;10255;0
17704;10256;0
17450;10257;0
16167;10258;1.878
17452;10259;0
17965;10260;0
6431;10261;1.22
13892;10269;1.867
3294;10270;0
30573;10271;0
18714;10274;0
18716;10275;0
10463;10312;0
31062;10313;0
17151;10315;0
31335;10316;0
22302;10317;1.139
17455;10320;0
22327;10321;3.615
17749;10354;0
10474;10355;0
10989;10356;0
18175;10357;0
13815;10358;0
29575;10360;0
17206;10361;0
17988;10362;0
5370;10401;0
5403;10406;1.549
17981;10408;0
21315;10409;0
22270;10412;0.452
21511;10415;0
17945;10416;0
17179;10417;0
21813;10420;0
10537;10421;0
10473;10447;0
17405;10449;0
13818;10451;0
17947;10452;0
17972;10453;0
9510;10454;0
18181;10470;0
16382;10484;0
6901;10486;2.303
10816;10493;0
28203;10497;0
17150;10499;0
18705;10500;0
17468;10506;0
30363;10508;0
17918;10516;0
10768;10519;0
17196;10521;0
18732;10522;0
16688;10524;2.983
30123;10525;0
5429;10527;3.503
10999;10538;0
4130;10539;5.253
17472;10542;0
17728;10543;0
29096;10545;0
17477;10546;0
17675;10549;0
29821;10550;0
17953;10552;0
21804;10553;0
17465;10557;0
28988;10600;0
29033;10602;0
29037;10603;0
3853;10607;2.964
24225;10609;0
20117;10615;0
17815;10616;0
18842;10617;0
18845;10618;0
27651;10619;0
28957;10623;0
18368;10624;0
15560;10630;0
15561;10633;0
8382;10636;0
21459;10638;0
10946;10639;0
27958;10640;0
4286;10642;0
10183;10643;1.007
10184;10644;0.643
19933;10647;0.57
10958;10648;0
5833;10650;0.376
28742;10652;0
21996;10656;0
3025;10658;3.856
27214;10659;0
3026;10661;3.737
3027;10662;0
3028;10664;3.746
18925;10666;2.903
4310;10667;0
12767;10669;0.904
15080;10670;1.712
4825;10676;0.278
10464;10677;0
30292;10679;0
30805;10683;0
10722;10685;0
30295;10687;0
17140;10688;0
17142;10689;0
30810;10690;0
14572;10691;2.334
5089;10693;3.852
31068;10695;0
13293;10696;0
2015;10698;7.816
30302;10701;0
10731;10703;0
30304;10705;0
17149;10707;0
20992;10708;0
30305;10710;0
12527;10712;1.792
19710;10713;0
31074;10714;0
10992;10717;0
17152;10718;0
4843;10720;1.246
17922;10725;0
18690;10726;0
9971;10728;0
11764;10729;0
12276;10730;0
10741;10735;0
13306;10738;2.457
13820;10742;0
14849;10743;0.47
1775;10745;0
13823;10747;0
17162;10748;0
1776;10749;0
12540;10751;0
3059;10754;1.27
10748;10762;0
19212;10763;0
28016;10765;0
28528;10767;0
5879;10770;0.544
18701;10774;0
21264;10775;0
5880;10779;0
6137;10783;2.159
11007;10785;0
17679;10787;0
19215;10788;0
10752;10790;0
23317;10791;0
10753;10792;0
22805;10794;1.92
29045;10795;0
30325;10796;0
12803;10797;1.344
18706;10798;0
21269;10799;0
6141;10802;3.638
3067;10804;0.978
7937;10805;0
10500;10806;0
10756;10807;0
30286;10819;0
10717;10821;0
10503;10827;0
10759;10828;0
11015;10829;0
18711;10831;0
7941;10832;0
10504;10833;0
16663;10834;4.407
17176;10835;0
17688;10836;0
30332;10837;0
7942;10838;0
25672;1352933;3.024
1216058;2454;0
1216098;2689;0
4698;3346;11.91
8130;3588;0
8132;3592;0
8203;3612;7.487
7503;3619;0
8533;3620;0
7517;3624;0
8082;3629;0
8086;3637;11.657
8100;3638;0
12054;3681;13.5
8500;3697;0
7514;3721;0
9566;3723;0
9320;3726;0
10106;3729;0
8586;3732;0
17350;3749;0
12055;3763;14.115
16720;3788;0
7513;3794;0
7521;3798;0
17319;3804;0
22514;3829;0
22516;3833;0
7505;3845;0
7512;3847;0
7519;3849;0
7522;3853;0
6321;3859;2.083
5810;3861;0
18114;3908;0
22472;3911;0
8391;3976;0
7509;3977;0
7520;3980;0
17859;3981;0
10676;3983;0
17860;3984;0
6320;3986;1.62
10678;3987;0
17352;3991;0
10681;3992;0
10937;3994;0
21452;3995;0
17610;3997;0
10683;3998;0
18891;3999;0
17612;4001;0
19149;4003;0
17360;4004;0
4566;4007;1.586
8134;4044;0
8138;4047;0
31044;4049;0
8144;4050;0
8520;4060;0
3925;4064;0
13761;4069;0
30000;4071;0
18895;4073;0
8143;4075;0
7648;4076;2.167
7649;4086;1.644
8390;4108;0
9214;4113;0
12056;4117;14.15
9277;4136;0
9287;4137;0
28966;4153;0
30508;4154;0
31023;4158;0
31025;4160;0
31283;4161;0
10944;4162;0
30004;4164;0
8386;4165;0
18984;4183;0
13862;4191;0
20540;4200;0
20541;4201;0
8534;4208;0
8568;4213;0
13705;4220;0
8597;4222;0
17585;4224;0
19150;4236;0
30264;4237;0
31032;4239;0
22272;4247;0
18780;4258;0
13650;4260;0
9316;4265;0
5499;4267;0
5517;4268;0
21449;4274;0
8118;4276;0
21453;4278;0
8122;4280;0
18131;4281;0
17621;4283;0
18903;4284;0
18904;4286;0
17625;4289;0
20443;4291;0.182
17627;4295;0
18140;4297;0
8139;4299;0
17629;4306;0
17630;4308;0
8141;4310;0
19423;4314;0
22242;4316;0
6318;4333;4.09
17349;4337;0
18896;4340;0
18136;4342;0
30785;4346;0
19422;4352;0
8142;4353;0
22243;4357;0
28740;4358;0
10705;4359;0
18145;4361;0
27974;4363;0
8145;4366;0
17380;4368;0
18148;4370;0
28744;4372;0
30536;4374;0
30025;4376;0
17638;4378;0
10711;4382;1.04
10712;4388;0.392
17640;4390;0
18152;4392;0
18153;4394;0
17386;4395;0
10715;4398;0
29007;4399;0
10972;4401;0
9301;4419;0
22248;4439;0
18156;4441;0
17389;4442;0
18157;4443;0
8156;4445;0
17646;4446;0
20463;4448;0
20464;4452;0
20721;4453;0
10720;4456;0
17392;4458;0
17904;4460;0
20465;4461;0
20466;4463;0
17650;4464;0
17906;4466;0
18674;4468;0
20467;4469;0
22309;4478;0
12059;4483;14.181
9297;4491;0
22473;4495;1.772
8119;4498;0
20684;4500;0
22262;4505;0
29784;4509;0
30040;4511;0
17397;4512;0
22264;4514;0
12057;4536;14.099
12058;4537;14.132
10325;4546;0
10105;4549;0
14014;4554;0
8123;4556;0
4543;4559;0.176
11469;4561;0
29003;4563;0
20469;4566;0
5497;4601;0
4523;4610;0.179
22475;4611;0.95
17907;4625;0
29018;4627;0
10182;4659;1.115
9672;4660;0
10445;4664;0
14034;4665;0
30534;4668;0
29013;4672;0
8162;4674;0
22476;4692;0
17353;4694;1.453
22221;4696;0
17383;4710;0
8155;4714;0
8115;4734;0
18147;4742;0
30535;4744;0
30537;4749;0
17898;4752;0
14052;4755;0
8163;4761;0
21451;4787;0
30533;4788;0
13784;4789;0
14051;4792;0
20468;4794;0
4578;4802;0
10729;4804;0
17657;4805;0
18169;4806;0
10986;4807;0
17402;4808;0
12061;4844;14.108
12062;4845;14.146
12064;4847;14.198
8165;4866;0
4579;4870;0
17404;4871;0
17660;4873;0
18172;4874;0
3311;4880;0
18967;4904;0
19480;4905;0
12060;4907;14.087
12063;4908;14.187
8164;4918;0
17661;4919;0
5624;4944;2.587
5625;4948;2.414
5626;4955;2.4
4177;4961;18.39
14036;4964;0
29020;4966;0
29022;4967;0
5627;4976;2.95
6912;5002;0
14035;5021;0
5578;5023;1.191
22263;5029;0
29023;5031;0
17406;5033;0
18174;5034;0
10991;5035;0
17407;5036;0
17663;5037;0
20737;5038;7.021
10480;5039;0
10736;5040;0
18176;5041;0
2562;5057;7.392
12065;5073;14.204
12074;5080;14.112
4672;5084;0
8159;5092;0
17655;5093;0
8166;5095;0
8167;5096;0
29029;5099;0
30309;5100;0
5613;5101;0
9972;5103;0
10997;5105;0
17413;5108;0
1797;5115;0
12067;5129;13.838
12069;5130;14.089
12070;5131;14.094
12073;5133;14.11
17557;5139;0
22474;5140;0
13762;5144;0
14025;5145;0
8154;5146;0
17399;5147;0
6117;5149;0
31334;5151;0
17414;5153;0
29034;5155;0
3084;5174;0
4110;5176;5.181
18981;5184;0
18988;5187;0
8147;5192;0
8158;5194;0
7652;5196;2.319
8168;5198;0
8170;5199;0
22530;5200;0
22284;5209;0
30061;5210;0
22285;5213;0
21518;5214;0
29039;5215;0
22287;5216;0
11005;5218;0
4111;5224;4.487
14032;5239;0
8146;5242;0
8173;5248;2.106
5615;5249;0
20234;5250;3.57
17419;5251;0
31087;5254;0
17935;5259;0
29043;5261;0
30067;5262;0
29044;5264;0
10497;5267;0
20242;5271;0
2577;5281;4.975
2578;5284;0.423
2580;5289;2.62
8117;5295;0
20685;5297;0.967
6116;5304;0
6628;5305;0
13807;5308;2.61
17670;5310;0
21515;5311;0
20235;5312;2.458
17676;5313;0
31091;5315;0
17424;5316;0
19476;5317;0
17429;5318;0
17686;5320;0
9226;5322;0
5404;5336;0
10930;5349;0
8121;5351;0
18905;5352;0
6119;5355;0.161
21508;5362;0
31079;5364;0
11508;5366;2.199
22537;5368;0.342
21516;5370;0
29816;5371;0
17432;5372;0
17944;5374;0
11019;5375;0
5664;5381;1.367
4641;5390;1.751
12068;5399;13.842
8171;5405;0
21510;5411;0
21517;5414;0
30063;5415;0
18193;5418;0
30843;5419;0
9225;5420;0
17436;5422;0
11022;5424;0
8169;5446;0
11510;5447;3.455
18721;5449;0
4138;5459;0
5677;5461;2.323
6958;5469;1.084
5166;5473;6.781
4656;5477;0.366
5426;5483;5.432
5427;5488;4.53
8157;5497;0
17671;5498;0
11000;5499;0
30060;5501;0
17168;5503;0
17680;5504;0
11012;5505;0
6913;5506;0.417
29826;5507;0
17441;5508;0
10516;5509;0
17700;5510;0
17446;5511;0
4149;5523;0
4150;5529;0
5176;5535;0
22268;5539;0
11511;5541;3.367
11512;5543;3.948
17685;5550;0
5632;5551;0
8206;5557;2.611
10777;5558;0
5177;5560;0
7484;5566;9.633
5179;5572;0
5181;5581;3.687
6974;5582;0.686
8001;5584;0.753
12071;5587;14.098
12072;5588;14.103
14029;5590;0
5611;5593;0
21513;5594;0
8182;5595;0
11514;5596;6.315
29551;5597;0
21520;5598;0
17427;5600;0
22298;5602;2.792
17187;5605;0
21289;5606;0
29834;5607;0
20780;5609;1.874
8480;5611;0
5182;5615;3.363
6975;5617;0.966
4671;5626;0
5183;5628;2.111
18160;5630;0
10940;5636;0
8383;5637;0
8389;5638;0
6095;5639;0
10965;5640;0
30819;5641;0
11505;5642;4.521
21509;5643;0
5616;5645;2.341
22308;5652;0
17457;5654;0
17970;5655;0
8112;5690;0
5834;5693;0
6118;5695;0.874
11509;5697;4.153
30058;5698;0
21514;5699;0
11517;5703;0
17425;5704;0
7682;5705;0
8196;5706;0
9221;5707;0
22306;5710;0
31121;5712;0
31126;5714;0
17460;5715;0
4163;5722;0
12066;5727;13.832
17861;5729;0
13795;5731;0
4568;5732;0
7651;5734;0
8172;5735;0
22305;5737;0
17454;5740;0
30357;5744;0
10789;5745;0
5151;5746;5.126
10793;5748;0
20282;5749;0
20241;5767;0
17439;5773;0
30618;5779;0
17207;5780;0
20281;5781;0
17467;5784;0
17980;5785;0
30370;5787;0
10544;5789;0
11312;5790;0
17987;5791;0
10550;5792;0
10817;5793;0
31106;5810;0
10963;5811;0
6096;5812;0
14050;5813;0
18158;5814;0
5081;5815;0
20743;5820;0
20744;5821;0
28037;5826;0
17443;5827;0
4108;5828;3.978
17448;5830;0
17197;5831;0
17459;5832;0
17492;5833;0
5709;5836;1.341
7247;5847;0
7248;5852;0
5714;5858;0.773
18159;5860;0
22281;5862;0
20243;5863;0
22304;5864;0
17212;5867;0
8235;5869;1.416
10797;5870;0
30881;5872;0
10542;5873;0
10799;5875;0
17474;5876;0
29867;5878;0
17746;5880;0
6836;5914;0
6100;5916;0
11507;5918;2.637
17170;5919;0
10775;5920;0
11031;5921;0
18741;5923;0
21569;5925;0
30632;5926;0
17989;5927;0
17479;5928;0
29100;5929;0
29868;5930;0
17481;5931;0
10810;5932;0
17995;5933;0
10813;5937;0
4949;5943;0
3670;5955;0
3671;5958;0
17750;5970;0
18015;5972;0
30774;5978;0
8161;5980;0
11516;5984;0
13825;5985;0
21519;5986;0
17422;5987;0
19509;5993;3.583
31332;6004;0
17677;6006;0
11013;6008;0
3679;6014;0
30376;6023;0
21321;6024;3.359
17225;6025;0
7479;6027;0
10558;6030;0
17486;6031;0
10561;6032;0
5180;6033;8.496
4707;6039;0
21307;6043;0
21563;6044;0
3685;6049;5.121
17703;6050;0
7452;6051;0
30616;6054;0
30631;6057;0
7523;6062;1.499
3682;6068;4.361
3683;6069;5.354
5736;6073;0
21324;6076;0
6924;6084;0
4109;6085;3.87
17490;6087;0
10823;6088;0
5734;6091;0
3684;6094;4.454
5735;6095;0
3686;6097;4.438
8120;6100;0
4567;6105;0
17421;6113;0
20240;6114;0
1897;6116;0
1898;6119;0
17215;6121;0
4151;6122;0
17751;6123;0
12625;6124;2.377
18797;6126;0
5737;6127;0
5738;6128;0
30095;6145;0
21322;6147;0
4657;6148;0.264
10822;6150;0
5236;6154;0
6097;6158;0
18979;6159;0
22310;6160;0
22313;6161;0
5686;6162;6.852
8487;6165;0
21323;6166;0
30124;6167;0
21326;6168;0
22360;6169;0
7540;6176;0
29026;6190;0.372
18199;6194;0
14102;6198;0.549
21332;6200;0
17780;6203;0
8051;6210;0
18488;6222;0
21327;6223;0
13637;6224;0
17496;6226;0
5242;6231;0
8472;6235;0
28054;6236;0
10539;6239;0
11589;6241;0.691
10576;6242;0
10087;6245;0
29922;6246;0
21308;6249;0
8239;6251;0
5695;6253;1.708
17500;6254;0
5238;6256;0
14105;6258;0.422
20836;6261;0
4708;6262;1.376
5239;6288;0
20089;6291;0
6099;6292;0
10969;6293;0
6101;6294;0
10971;6296;0
21522;6298;0
21330;6300;0
21338;6301;0
8519;6302;0
17248;6303;0
18785;6305;0
30405;6306;0
18050;6310;0
17795;6311;0
22410;6312;0
30778;6320;0
8394;6321;18.437
10957;6322;0
20522;6327;0
27280;6328;0.508
21325;6329;0
20565;6330;0
10573;6332;0
13907;6333;0
22370;6334;0
20837;6335;0
18788;6337;0
5241;6343;1.806
4731;6349;0
8113;6351;0
8384;6352;0
22368;6356;0
10323;6358;0
30152;6359;0
17512;6360;0
8063;6365;0
18987;6374;0
8273;6377;0
29642;6378;0
8506;6384;0
6098;6415;0
5614;6416;1.105
10840;6419;0
18025;6422;0
17522;6427;0
20622;6429;4.062
10365;6430;0
5771;6433;2.068
7823;6445;0
8079;6446;0
8080;6450;0
11321;6458;2.172
17484;6459;0
21331;6460;0
12378;6463;0.773
10846;6465;0
30932;6466;0
17525;6467;0
18038;6469;0
30426;6470;0
4497;6472;0.641
4498;6484;0.617
6293;6489;0
9295;6492;0
21337;6494;0
14013;6501;0
11506;6502;3.926
6296;6504;1.484
8091;6505;7.051
22276;6506;0
21521;6508;0
22303;6510;0
10077;6515;0
17776;6516;0
18036;6517;0
17530;6519;0
10623;6522;0
8254;6528;0
17297;6529;0
10375;6531;0
18839;6532;0
18073;6533;0
17306;6534;0
27646;6535;0
29950;6536;0
31231;6537;0
10894;6538;0
7826;6540;0
8507;6543;0
17538;6544;0
4248;6546;0
22314;6551;0
10632;6553;0
29957;6554;0
3735;6559;5.246
21309;6563;0
8252;6564;0
5178;6565;0
21334;6566;0
10066;6567;0.629
8281;6570;0
30434;6573;0
17536;6574;0
5995;6575;5.123
13691;6576;0
9288;6579;0
18044;6581;0
27877;6582;0
10867;6583;0
17541;6584;0
21113;6587;2.627
17788;6588;0
18067;6589;0
10125;6591;0
10639;6592;0
30950;6597;0
10359;6598;0
10936;6600;0
5822;6601;0
18457;6604;0
18458;6605;0
23862;6606;1.313
11024;6607;0
11301;6608;0
8484;6609;0
21329;6625;0
30413;6628;0
30414;6629;0
9319;6633;0
1949;6640;0
10280;6643;0
21336;6644;0
8272;6645;0
30156;6646;0
7771;6647;0
18818;6648;0
19332;6649;0
19333;6650;0
18054;6651;0
21386;6652;0.596
11128;6653;0
5783;6654;2.249
22367;6659;0.696
12376;6660;1.627
10361;6661;0
18313;6662;0
18829;6663;0
19341;6664;0
29686;6665;0
21407;6667;0
18088;6668;0
21306;6673;0
21335;6675;0
8278;6677;0
10879;6678;0
17583;6679;0
5793;6691;2.222
2466;6692;1.195
8431;6694;0
18454;6695;0
30415;6700;0
8485;6705;0
10315;6706;0.368
20574;6707;0
10081;6709;2.953
10609;6710;0
18057;6711;0
19339;6712;0
11590;6722;0
8285;6725;0
30423;6726;0
10362;6727;0
16942;6743;0
20278;6744;0
30151;6745;0.217
8535;6747;0
3678;6748;0
7553;6750;1.754
18100;6753;0
28120;6775;0
8090;6780;4.237
9275;6786;0
14069;6787;0
8260;6788;0
11602;6789;0
18072;6790;0
10900;6799;0
22454;6800;0
18717;6808;0
11153;6809;0
31237;6810;0
11137;6837;0
8149;6843;0
21328;6846;0
10320;6848;0
8293;6850;0
7552;6853;0.366
18325;6854;0
17558;6855;0
18076;6856;0
21409;6858;0
10896;6860;0
10128;6861;0
10649;6862;0
10906;6863;0
18090;6864;0
8355;6865;3.857
18106;6866;0
1956;6870;0
10672;6873;0
8385;6882;0
13641;6886;0
8517;6887;0
8269;6889;0
30411;6890;0
8286;6893;0
11114;6896;0
18819;6897;0
28662;6899;0.894
18079;6901;0
18083;6904;0
17063;6905;0
17320;6906;0
14033;6907;0
21512;6909;0
8251;6910;0
8295;6916;0
5237;6918;0
17314;6919;0
30990;6923;0
17067;6925;0
11166;6927;0
18097;6929;0
10673;6930;0
5809;6935;0
22432;6945;0
11159;6946;0
18099;6948;0
3258;6956;1.198
18759;6981;0
7551;6984;0.574
19093;6985;0
18867;6987;0
22456;6988;0
17895;7003;0
8294;7005;0
30994;7008;0
30230;7010;0
18101;7011;0
17590;7012;0
17591;7013;0
17596;7014;0
5240;7024;0
10370;7025;0
17064;7026;0
8089;7027;3.656
17838;7028;0
18094;7029;0
18869;7030;0
11177;7031;0
10164;7032;0.95
2587;7040;2.089
10381;7041;0
8279;7053;0
22430;7055;0
17321;7056;0
17580;7057;0
11171;7058;0
10665;7060;0
18111;7062;0
