entry_id;calculation_id;spacegroup
25672;1352933;P212121
1216058;2454;R-3m
1216098;2689;R-3m
4698;3346;Fm-3m
8130;3588;Im-3m
8132;3592;Im-3m
8203;3612;Fm-3m
7503;3619;Fm-3m
8533;3620;Im-3m
7517;3624;Fm-3m
8082;3629;Im-3m
8086;3637;Fm-3m
8100;3638;Fm-3m
12054;3681;Fm-3m
8500;3697;Im-3m
7514;3721;Fm-3m
9566;3723;Im-3m
9320;3726;Im-3m
10106;3729;Im-3m
8586;3732;Im-3m
17350;3749;Im-3m
12055;3763;Fm-3m
16720;3788;Pm-3m
7513;3794;Fm-3m
7521;3798;Fm-3m
17319;3804;Im-3m
22514;3829;Im-3m
22516;3833;Im-3m
7505;3845;Fm-3m
7512;3847;Fm-3m
7519;3849;Fm-3m
7522;3853;Fm-3m
6321;3859;Fm-3m
5810;3861;F-43m
18114;3908;Pm-3m
22472;3911;Fm-3m
8391;3976;Im-3m
7509;3977;Fm-3m
7520;3980;Fm-3m
17859;3981;P4/mmm
10676;3983;P4/mmm
17860;3984;Pm-3m
6320;3986;Fm-3m
10678;3987;Pm-3m
17352;3991;Pm-3m
10681;3992;Pm-3m
10937;3994;P4/mmm
21452;3995;Pm-3m
17610;3997;Pm-3m
10683;3998;Pm-3m
18891;3999;Pm-3m
17612;4001;Pm-3m
19149;4003;Pm-3m
17360;4004;Pm-3m
4566;4007;F-43m
8134;4044;Im-3m
8138;4047;Im-3m
31044;4049;Pm-3m
8144;4050;Fm-3m
8520;4060;Im-3m
3925;4064;Fm-3m
13761;4069;P-6m2
30000;4071;Pm-3m
18895;4073;Pm-3m
8143;4075;P63/mmc
7648;4076;Fm-3m
7649;4086;Fm-3m
8390;4108;Im-3m
9214;4113;Fm-3m
12056;4117;Fm-3m
9277;4136;Pm-3m
9287;4137;Fm-3m
28966;4153;P4/mmm
30508;4154;Fm-3m
31023;4158;P4/mmm
31025;4160;P4/mmm
31283;4161;P4/mmm
10944;4162;P4/mmm
30004;4164;Pm-3m
8386;4165;Pm-3m
18984;4183;P6/mmm
13862;4191;Fm-3m
20540;4200;Cmmm
20541;4201;Cmmm
8534;4208;Im-3m
8568;4213;Im-3m
13705;4220;Im-3m
8597;4222;Im-3m
17585;4224;Im-3m
19150;4236;P4/mmm
30264;4237;Pm-3m
31032;4239;Pm-3m
22272;4247;Im-3m
18780;4258;Im-3m
13650;4260;Im-3m
9316;4265;Fm-3m
5499;4267;Fm-3m
5517;4268;Im-3m
21449;4274;P-6m2
8118;4276;Fm-3m
21453;4278;F-43m
8122;4280;Fm-3m
18131;4281;P4/mmm
17621;4283;Pm-3m
18903;4284;Pm-3m
18904;4286;Pm-3m
17625;4289;Pm-3m
20443;4291;Pm-3m
17627;4295;Pm-3m
18140;4297;Pm-3m
8139;4299;P63/mmc
17629;4306;Pm-3m
17630;4308;Pm-3m
8141;4310;P63/mmc
19423;4314;Pm-3m
22242;4316;Pm-3m
6318;4333;Fm-3m
17349;4337;P63/mmc
18896;4340;P4/mmm
18136;4342;P4/mmm
30785;4346;P4/mmm
19422;4352;Pm-3m
8142;4353;P63/mmc
22243;4357;Pm-3m
28740;4358;P4/mmm
10705;4359;Pm-3m
18145;4361;Pm-3m
27974;4363;P4/mmm
8145;4366;P63/mmc
17380;4368;Pm-3m
18148;4370;Pm-3m
28744;4372;P4/mmm
30536;4374;P4/mmm
30025;4376;Pm-3m
17638;4378;Pm-3m
10711;4382;Pm-3m
10712;4388;Pm-3m
17640;4390;Pm-3m
18152;4392;Pm-3m
18153;4394;P4/mmm
17386;4395;Pm-3m
10715;4398;Pm-3m
29007;4399;Pm-3m
10972;4401;Pm-3m
9301;4419;Fm-3m
22248;4439;P4/mmm
18156;4441;Pm-3m
17389;4442;Pm-3m
18157;4443;Pm-3m
8156;4445;Fm-3m
17646;4446;Pm-3m
20463;4448;Pm-3m
20464;4452;Pm-3m
20721;4453;Pm-3m
10720;4456;Pm-3m
17392;4458;Pm-3m
17904;4460;Pm-3m
20465;4461;Pm-3m
20466;4463;Pm-3m
17650;4464;Pm-3m
17906;4466;Pm-3m
18674;4468;Pm-3m
20467;4469;Pm-3m
22309;4478;Fm-3m
12059;4483;Fm-3m
9297;4491;Im-3m
22473;4495;F-43m
8119;4498;Fm-3m
20684;4500;Pm-3m
22262;4505;Pm-3m
29784;4509;Pm-3m
30040;4511;Pm-3m
17397;4512;Pm-3m
22264;4514;Pm-3m
