entry_id;calculation_id;band_gap
25672;1352933;3.024
1216058;2454;0
1216098;2689;0
4698;3346;11.91
8130;3588;0
8132;3592;0
8203;3612;7.487
7503;3619;0
8533;3620;0
7517;3624;0
8082;3629;0
8086;3637;11.657
8100;3638;0
12054;3681;13.5
8500;3697;0
7514;3721;0
9566;3723;0
9320;3726;0
10106;3729;0
8586;3732;0
17350;3749;0
12055;3763;14.115
16720;3788;0
7513;3794;0
7521;3798;0
17319;3804;0
22514;3829;0
22516;3833;0
7505;3845;0
7512;3847;0
7519;3849;0
7522;3853;0
6321;3859;2.083
5810;3861;0
18114;3908;0
22472;3911;0
8391;3976;0
7509;3977;0
7520;3980;0
17859;3981;0
10676;3983;0
17860;3984;0
6320;3986;1.62
10678;3987;0
17352;3991;0
10681;3992;0
10937;3994;0
21452;3995;0
17610;3997;0
10683;3998;0
18891;3999;0
17612;4001;0
19149;4003;0
17360;4004;0
4566;4007;1.586
8134;4044;0
8138;4047;0
31044;4049;0
8144;4050;0
8520;4060;0
3925;4064;0
13761;4069;0
30000;4071;0
18895;4073;0
8143;4075;0
7648;4076;2.167
7649;4086;1.644
8390;4108;0
9214;4113;0
12056;4117;14.15
9277;4136;0
9287;4137;0
28966;4153;0
30508;4154;0
31023;4158;0
31025;4160;0
31283;4161;0
10944;4162;0
30004;4164;0
8386;4165;0
18984;4183;0
13862;4191;0
20540;4200;0
20541;4201;0
8534;4208;0
8568;4213;0
13705;4220;0
8597;4222;0
17585;4224;0
19150;4236;0
30264;4237;0
31032;4239;0
22272;4247;0
18780;4258;0
13650;4260;0
9316;4265;0
5499;4267;0
5517;4268;0
21449;4274;0
8118;4276;0
21453;4278;0
8122;4280;0
18131;4281;0
17621;4283;0
18903;4284;0
18904;4286;0
17625;4289;0
20443;4291;0.182
17627;4295;0
18140;4297;0
8139;4299;0
17629;4306;0
17630;4308;0
8141;4310;0
19423;4314;0
22242;4316;0
6318;4333;4.09
17349;4337;0
18896;4340;0
18136;4342;0
30785;4346;0
19422;4352;0
8142;4353;0
22243;4357;0
28740;4358;0
10705;4359;0
18145;4361;0
27974;4363;0
8145;4366;0
17380;4368;0
18148;4370;0
28744;4372;0
30536;4374;0
30025;4376;0
17638;4378;0
10711;4382;1.04
10712;4388;0.392
17640;4390;0
18152;4392;0
18153;4394;0
17386;4395;0
10715;4398;0
29007;4399;0
10972;4401;0
9301;4419;0
22248;4439;0
18156;4441;0
17389;4442;0
18157;4443;0
8156;4445;0
17646;4446;0
20463;4448;0
20464;4452;0
20721;4453;0
10720;4456;0
17392;4458;0
17904;4460;0
20465;4461;0
20466;4463;0
17650;4464;0
17906;4466;0
18674;4468;0
20467;4469;0
22309;4478;0
12059;4483;14.181
9297;4491;0
22473;4495;1.772
8119;4498;0
20684;4500;0
22262;4505;0
29784;4509;0
30040;4511;0
17397;4512;0
22264;4514;0
12057;4536;14.099
12058;4537;14.132
10325;4546;0
10105;4549;0
14014;4554;0
8123;4556;0
4543;4559;0.176
11469;4561;0
29003;4563;0
20469;4566;0
5497;4601;0
4523;4610;0.179
22475;4611;0.95
17907;4625;0
29018;4627;0
10182;4659;1.115
9672;4660;0
10445;4664;0
14034;4665;0
30534;4668;0
29013;4672;0
8162;4674;0
22476;4692;0
17353;4694;1.453
22221;4696;0
17383;4710;0
8155;4714;0
8115;4734;0
18147;4742;0
30535;4744;0
30537;4749;0
17898;4752;0
14052;4755;0
8163;4761;0
21451;4787;0
30533;4788;0
13784;4789;0
14051;4792;0
20468;4794;0
4578;4802;0
10729;4804;0
17657;4805;0
18169;4806;0
10986;4807;0
17402;4808;0
12061;4844;14.108
12062;4845;14.146
12064;4847;14.198
8165;4866;0
4579;4870;0
17404;4871;0
17660;4873;0
18172;4874;0
3311;4880;0
18967;4904;0
19480;4905;0
12060;4907;14.087
12063;4908;14.187
8164;4918;0
17661;4919;0
5624;4944;2.587
5625;4948;2.414
5626;4955;2.4
4177;4961;18.39
14036;4964;0
29020;4966;0
29022;4967;0
5627;4976;2.95
6912;5002;0
14035;5021;0
5578;5023;1.191
22263;5029;0
29023;5031;0
17406;5033;0
18174;5034;0
10991;5035;0
17407;5036;0
17663;5037;0
20737;5038;7.021
10480;5039;0
10736;5040;0
18176;5041;0
2562;5057;7.392
12065;5073;14.204
12074;5080;14.112
4672;5084;0
8159;5092;0
17655;5093;0
8166;5095;0
8167;5096;0
29029;5099;0
30309;5100;0
5613;5101;0
9972;5103;0
10997;5105;0
17413;5108;0
1797;5115;0
12067;5129;13.838
12069;5130;14.089
12070;5131;14.094
12073;5133;14.11
