"publicationID";"graduateStudentID"
114;2
304;2
1208;2
2113;2
5207;2
6203;12
7212;12
9118;12
9209;12
103;22
104;22
4117;22
5206;22
5208;22
2204;32
5302;42
1118;52
5103;52
303;62
9207;62
12211;62
11205;72
4211;82
6114;82
3206;92
12211;92
13203;92
1118;102
3207;102
4104;102
2113;112
4301;112
9209;112
12215;112
3100;122
5205;122
5304;122
1210;132
2112;132
10204;132
3102;152
4208;152
7210;152
9114;152
9109;162
202;172
2302;172
2305;172
112;202
1119;202
5200;202
8201;202
13205;202
3112;212
4100;212
4117;212
2307;222
3303;222
10212;222
7204;232
13204;232
1117;242
403;262
1102;262
9110;262
6206;272
7300;272
2303;292
5102;292
2113;302
3115;302
4110;302
4205;302
12202;302
402;312
4109;312
2212;322
4109;322
4205;322
11202;322
1303;332
3108;332
3109;332
9206;332
4103;342
4309;342
9207;342
4209;352
6203;352
13208;352
206;362
1110;372
6211;372
7207;372
12205;372
2115;382
6400;382
11208;392
1402;412
4305;412
5200;412
8206;412
4101;422
4302;422
5110;422
8110;422
11206;422
200;432
9106;432
107;442
300;442
4205;442
6112;442
12202;442
10207;452
2213;462
4118;462
10205;462
11209;462
1109;472
6108;472
1119;482
2302;482
3104;492
8303;492
9118;492
12214;492
1403;502
6207;502
8210;502
9112;502
1302;512
6108;512
6400;512
1206;522
3104;522
4117;522
2207;532
2214;532
7300;532
9200;532
1400;542
4300;542
5114;542
7102;542
113;552
2111;552
5202;552
7210;552
8101;552
4115;562
6106;562
7110;562
1115;572
3214;572
6108;572
6206;572
2110;592
2301;592
4106;592
6114;592
8202;592
2114;602
4301;602
100;612
4200;612
6307;612
7101;612
4118;622
9304;622
6104;632
9110;632
2201;642
4204;642
6108;642
6112;652
9200;652
5110;662
10206;662
1207;672
2308;672
5112;672
5207;672
8103;672
3210;682
5207;682
9302;682
11205;682
13202;682
4102;692
4202;692
9112;692
10200;692
12202;692
2208;702
8111;702
201;712
8203;712
210;722
3200;722
8101;722
8113;722
8301;732
3112;742
1306;752
2303;752
3104;762
3112;772
6102;772
7118;772
7303;772
8113;772
11208;782
9212;792
9302;792
10212;792
8212;802
2102;832
4201;832
2110;852
5102;852
5108;852
7107;852
9300;852
1117;862
8213;862
9204;862
113;872
6107;892
6112;892
1209;912
12212;912
1403;922
5301;922
5303;922
6301;922
1300;932
6107;932
6110;932
8202;932
12208;932
3206;942
8108;942
8300;942
5110;952
5303;952
6307;952
6400;952
7200;952
3104;962
3107;962
5208;962
11205;962
200;972
210;972
5109;972
6210;972
6115;1022
6400;1022
8115;1032
3112;1042
5207;1042
10204;1042
11206;1042
204;1082
2213;1082
1109;1092
103;1102
6204;1102
10207;1102
1103;1112
1209;1112
3212;1112
7204;1112
13203;1112
300;1132
2200;1132
8113;1132
9208;1132
10202;1132
4202;1142
6211;1142
6308;1142
7106;1142
11207;1142
3102;1152
6103;1152
8301;1152
9106;1152
11207;1152
4202;1162
1112;1172
1307;1172
3101;1172
8200;1172
12204;1172
